PartNumber,Description,Value,Tolerance_pct,Voltage_V,Type,URL,Price
Intertechnik ELCA/3.3/AX,"Intertechnik ELCA/3.3/AX | 3,3 µF | 10% | 100 V",3.3,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elca-3-3-ax.html,3.68
Dayton Audio PMPC-3.3,"Dayton Audio PMPC-3.3 | 3,3 µF | 1% | 250 V",3.3,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-33.html,4.12
Audyn Qtex4/3.30/400,"Audyn Qtex4/3.30/400 | 3,3 µF | 5% | 400 V",3.3,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-qtex4-3-30-400.html,4.34
"Audyn Q6/3,3/600","Audyn Q6/3,3/600 | 3,3 µF | 5% | 600 V",3.3,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-3-3-600.html,4.5
Audyn MKTA/3.30/100,"Audyn MKTA/3.30/100 | 3,3 µF | 5% | 100 V",3.3,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-3-30-100.html,4.5
Audyn KPQS/3.3/400,"Audyn KPQS/3.3/400  | 3,3 µF | 5% | 400 V",3.3,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-3-3-400.html,4.75
ClarityCap PX,"ClarityCap PX | 3,30 µF | 5% | 250 V",3.3,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px3u3j250vdc.html,4.95
"Mundorf MCAP400-3,30","Mundorf MCAP400-3,30 | 3,30 µF | 3% | 400 V",3.3,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-330.html,6.16
"Mundorf MCAP250-3,30","Mundorf MCAP250-3,30 | 3,30 µF | 5% | 250 V",3.3,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-330.html,6.57
"Mundorf MCAP630-3,30","Mundorf MCAP630-3,30 | 3,30 µF | 3% | 630 V",3.3,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-330.html,6.57
ClarityCap ESA,"ClarityCap ESA | 3,30 µF | 3% | 250 V",3.3,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa3u3h250vdc.html,6.57
Audyn KPQS/3.3/630,"Audyn KPQS/3.3/630 | 3,3 µF | 5% | 630 V",3.3,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-3-3-630.html,6.98
"Mundorf ME-3,30T3.450","Mundorf ME-3,30T3.450 | 3,30 µF | 3% | 450 V",3.3,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-330t3450.html,12.36
"Mundorf MEO-3,30T3.450","Mundorf MEO-3,30T3.450 | 3,30 µF | 3% | 450 V | Oil",3.3,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo330t3450.html,14.01
ClarityCap CSA,"ClarityCap CSA | 3,30 µF | 3% | 250 V",3.3,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa3u3h250vdc.html,15.66
Audyn PLUS/3.30/08,"Audyn PLUS/3.30/08 | 3,3 µF | 2% | 800 V",3.3,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-3-30-08.html,16.07
Jantzen Audio 001-0554,"Jantzen Audio 001-0554 | 3,30 µF | 2% | 800 V",3.3,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0554.html,17.73
"Mundorf SUP8-3,30","Mundorf SUP8-3,30 | 3,30 µF | 2% | 600 V",3.3,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-330.html,23.93
Jantzen Audio 001-0654,"Jantzen Audio 001-0654 | 3,30 µF | 2% | 800 V",3.3,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0654.html,25.99
ClarityCap PUR3u3H250Vdc,"ClarityCap PUR3u3H250Vdc | 3,30 µF | 3% | 250 V",3.3,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur3u3h250vdc.html,28.88
Audyn KPSN/3.30/160,"Audyn KPSN/3.30/160 | 3,3 µF | 2% | 160 V",3.3,2.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-3-30-160.html,30.12
ClarityCap MR,"ClarityCap MR | 3,30 µF | 3% | 400 V",3.3,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr3u3h400vdc.html,35.5
"Mundorf MESGO-3,3T3.450","Mundorf MESGO-3,3T3.450 | 3,3 µF | 3% | 450 V",3.3,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-33t3450.html,41.28
ClarityCap CMR,"ClarityCap CMR | 3,30 µF | 3% | 400 V",3.3,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr3u3h400vdc.html,45.41
Jantzen Audio 001-7035,"Jantzen Audio 001-7035 | 3,30 µF | 3% | 100 V",3.3,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7035.html,45.83
Audyn FFC3300,"Audyn FFC3300 | 3,3 µF | 10% | 400 V",3.3,10.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc3300.html,70.62
Audyn REF/3.30/600,"Audyn REF/3.30/600 | 3,3 µF | 2% | 600 V",3.3,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-3-30-600.html,82.6
Audyn KPSN/3.3/250,"Audyn KPSN/3.3/250 | 3,3 µF | 2% | 250 V",3.3,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-3-3-250.html,95.0
Jantzen Audio 001-7235,"Jantzen Audio 001-7235 | 3,3 µF | 5% | 200 V",3.3,5.0,200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7235.html,99.13
Audyn ATC/3.30/630,"Audyn ATC/3.30/630 | 3,3 µF | 2% | 630 V",3.3,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-3-30-630.html,289.21
"Audyn Q6/3,5/600","Audyn Q6/3,5/600 | 3,5 µF | 5% | 600 V",3.5,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-3-5-600.html,4.92
Jantzen Audio 001-0244,"Jantzen Audio 001-0244 | 3,60 µF | 5% | 400 V",3.6,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0244.html,2.02
Jantzen Audio 001-0428,"Jantzen Audio 001-0428 | 3,60 µF | 5% | 400 V",3.6,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0428.html,3.26
ClarityCap PUR3u6H250Vdc,"ClarityCap PUR3u6H250Vdc | 3,60 µF | 3% | 250 V",3.6,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur3u6h250vdc.html,30.54
ClarityCap MR,"ClarityCap MR | 3,60 µF | 3% | 400 V",3.6,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr3u6h400vdc.html,37.15
Jantzen Audio 001-6020,"Jantzen Audio 001-6020 | 3,9 µF | 10% | 100 V",3.9,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6020.html,0.82
Jantzen Audio 001-6120,"Jantzen Audio 001-6120 | 3,9 µF | 5% | 100 V",3.9,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6120.html,1.23
Audyn EGL/3.9/50/5,"Audyn EGL/3.9/50/5 | 3,9 µF | 5% | 50 V",3.9,5.0,50.0,Film Capacitor,https://www.soundimports.eu/en/audyn-egl-3-9-50-5.html,1.23
Jantzen Audio 001-0246,"Jantzen Audio 001-0246 | 3,90 µF | 5% | 400 V",3.9,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0246.html,2.02
Audyn Q2/3.9/250,"Audyn Q2/3.9/250 | 3,9 µF | 5% | 250 V",3.9,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-3-9-250.html,2.02
Jantzen Audio 001-8050,"Jantzen Audio 001-8050 | 3,90 µF | 5% | 160 V",3.9,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8050.html,2.02
Audyn MKTA/3.9/250,"Audyn MKTA/3.9/250 | 3,9 µF | 5% | 250 V",3.9,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-3-9-250.html,2.47
Audyn MKTA/3.9/160,"Audyn MKTA/3.9/160 | 3,9 µF | 5% | 160 V",3.9,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-3-9-160.html,2.47
Jantzen Audio 001-0431,"Jantzen Audio 001-0431 | 3,90 µF | 5% | 400 V",3.9,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0431.html,3.26
Audyn Q4/3.9/400,"Audyn Q4/3.9/400 | 3,9 µF | 5% | 400 V",3.9,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-3-9-400.html,4.09
Audyn KPQS/3.9/400,"Audyn KPQS/3.9/400 | 3,9 µF | 5% | 400 V",3.9,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-3-9-400.html,4.92
Audyn MKTA/3.90/100,"Audyn MKTA/3.90/100 | 3,9 µF | 5% | 100 V",3.9,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-3-90-100.html,4.92
ClarityCap PX,"ClarityCap PX | 3,90 µF | 5% | 250 V",3.9,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px3u9j250vdc.html,4.95
"Audyn Q6/3,9/600","Audyn Q6/3,9/600 | 3,9 µF | 5% | 600 V",3.9,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-3-9-600.html,5.33
"Mundorf MCAP400-3,90","Mundorf MCAP400-3,90 | 3,90 µF | 3% | 400 V",3.9,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-390.html,6.16
"Mundorf MCAP250-3,90","Mundorf MCAP250-3,90 | 3,90 µF | 5% | 250 V",3.9,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-390.html,6.57
ClarityCap ESA,"ClarityCap ESA | 3,90 µF | 3% | 250 V",3.9,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa3u9h250vdc.html,6.98
Audyn KPQS/3.9/630,"Audyn KPQS/3.9/630 | 3,9 µF | 5% | 630 V",3.9,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-3-9-630.html,7.4
"Mundorf ME-3,90T3.450","Mundorf ME-3,90T3.450 | 3,90 µF | 3% | 450 V",3.9,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-390t3450.html,13.18
"Mundorf MEO-3,90T3.450","Mundorf MEO-3,90T3.450 | 3,90 µF | 3% | 450 V | Oil",3.9,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo390t3450.html,14.83
ClarityCap CSA,"ClarityCap CSA | 3,90 µF | 3% | 250 V",3.9,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa3u9h250vdc.html,16.07
"Audyn PLUS/3,9/08","Audyn PLUS/3,9/08 | 3,9 µF | 2% | 800 V",3.9,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-3-9-08.html,18.18
Jantzen Audio 001-0558,"Jantzen Audio 001-0558 | 3,90 µF | 2% | 800 V",3.9,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0558.html,20.62
"Mundorf SUP8-3,90","Mundorf SUP8-3,90 | 3,90 µF | 2% | 600 V",3.9,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-390.html,26.44
Jantzen Audio 001-0658,"Jantzen Audio 001-0658 | 3,90 µF | 2% | 800 V",3.9,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0658.html,28.88
ClarityCap PUR3u9H250Vdc,"ClarityCap PUR3u9H250Vdc | 3,90 µF | 3% | 250 V",3.9,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur3u9h250vdc.html,30.95
Audyn KPSN/3.90/160,"Audyn KPSN/3.90/160 | 3,9 µF | 2% | 160 V",3.9,2.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-3-90-160.html,33.02
ClarityCap MR,"ClarityCap MR | 3,90 µF | 3% | 400 V",3.9,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr3u9h400vdc.html,36.32
"Mundorf MESGO-3,9T3.450","Mundorf MESGO-3,9T3.450 | 3,9 µF | 3% | 450 V",3.9,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-39t3450.html,45.41
ClarityCap CMR,"ClarityCap CMR | 3,90 µF | 3% | 400 V",3.9,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr3u9h400vdc.html,47.07
Jantzen Audio 001-7237,"Jantzen Audio 001-7237 | 3,9 µF | 5% | 200 V",3.9,5.0,200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7237.html,115.66
Audyn ATC/3.90/630,"Audyn ATC/3.90/630 | 3,9 µF | 2% | 630 V",3.9,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-3-90-630.html,363.6
Electrolytic Non-Polarized Cap,"Electrolytic Non-Polarized Cap | 4,0 µF | 10% | 100V",4.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-330.html,1.64
Dayton Audio DMPC-4.0,"Dayton Audio DMPC-4.0 | 4,0 µF | 5% | 250 V",4.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-4-0.html,2.02
Dayton Audio PMPC-4.0,"Dayton Audio PMPC-4.0 | 4,0 µF | 1% | 250 V",4.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-4-0.html,4.09
ClarityCap ESA,"ClarityCap ESA | 4,00 µF | 3% | 250 V",4.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa4uh250vdc.html,6.98
ClarityCap PUR4u0H250Vdc,"ClarityCap PUR4u0H250Vdc | 4,00 µF | 3% | 250 V",4.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur4u0h250vdc.html,30.54
Jantzen Audio 001-0247,"Jantzen Audio 001-0247 | 4,10 µF | 5% | 400 V",4.1,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0247.html,2.02
ClarityCap MR,"ClarityCap MR | 4,10 µF | 3% | 400 V",4.1,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr4u1h400vdc.html,37.15
Jantzen Audio 001-0248,"Jantzen Audio 001-0248 | 4,30 µF | 5% | 400 V",4.3,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0248.html,2.02
Dayton Audio DMPC-4.3,"Dayton Audio DMPC-4.3 | 4,3 µF | 5% | 250 V",4.3,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-43.html,2.85
"Audyn Q4/4,3/400","Audyn Q4/4,3/400 | 4,3 µF | 5% | 400 V",4.3,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-4-3-400.html,4.09
ClarityCap MR,"ClarityCap MR | 4,30 µF | 3% | 400 V",4.3,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr4u3h400vdc.html,37.15
Jantzen Audio 001-0249,"Jantzen Audio 001-0249 | 4,50 µF | 5% | 400 V",4.5,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0249.html,2.02
ClarityCap ESA,"ClarityCap ESA | 4,50 µF | 3% | 250 V",4.5,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa4u5h250vdc.html,7.81
ClarityCap CSA,"ClarityCap CSA | 4,50 µF | 3% | 250 V",4.5,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa4u5h250vdc.html,16.49
ClarityCap PUR4u5H250Vdc,"ClarityCap PUR4u5H250Vdc | 4,50 µF | 3% | 250 V",4.5,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur4u5h250vdc.html,31.36
Jantzen Audio 001-6023,"Jantzen Audio 001-6023 | 4,7 µF | 10% | 100 V",4.7,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6023.html,0.82
Intertechnik ELCR/4.7/100,"Intertechnik ELCR/4.7/100 | 4,7 µF | 10% | 100 V",4.7,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elcr-4-7-100.html,0.82
Jantzen Audio 001-6123,"Jantzen Audio 001-6123 | 4,7 µF | 5% | 100 V",4.7,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6123.html,1.23
Electrolytic Non-Polarized Cap,"Electrolytic Non-Polarized Cap | 4,7 µF | 10% | 100V",4.7,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-332.html,1.64
Audyn ERA/4.7/100,"Audyn ERA/4.7/100 | 4,7 µF | 10% | 100 V",4.7,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-4-7-100.html,1.64
Dayton Audio DMPC-4.7,"Dayton Audio DMPC-4.7 | 4,7 µF | 5% | 250 V",4.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-4-7.html,2.19
Jantzen Audio 001-0250,"Jantzen Audio 001-0250 | 4,70 µF | 5% | 400 V",4.7,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0250.html,2.44
Jantzen Audio 001-8060,"Jantzen Audio 001-8060 | 4,70 µF | 5% | 160 V",4.7,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8060.html,2.44
Audyn Q2/4.7/250,"Audyn Q2/4.7/250 | 4,7 µF | 5% | 250 V",4.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-4-7-250.html,2.69
Audyn MKTA/4.7/160,"Audyn MKTA/4.7/160 | 4,7 µF | 5% | 160 V",4.7,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-4-7-160.html,2.88
Audyn MKTA/4.7/250,"Audyn MKTA/4.7/250 | 4,7 µF | 5% | 250 V",4.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-4-7-250.html,3.3
Jantzen Audio 001-0434,"Jantzen Audio 001-0434 | 4,70 µF | 5% | 400 V",4.7,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0434.html,3.68
Intertechnik ELCA/4.7/AX,"Intertechnik ELCA/4.7/AX | 4,7 µF | 10% | 100 V",4.7,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elca-4-7-ax.html,4.09
Audyn Q4/4.7/400,"Audyn Q4/4.7/400 | 4,7 µF | 5% | 400 V",4.7,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-4-7-400.html,4.34
Dayton Audio PMPC-4.7,"Dayton Audio PMPC-4.7 | 4,7 µF | 1% | 250 V",4.7,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-47.html,4.5
Audyn MKTA/4.70/100,"Audyn MKTA/4.70/100 | 4,7 µF | 5% | 100 V",4.7,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-4-70-100.html,5.17
"Audyn Q6/4,7/600","Audyn Q6/4,7/600 | 4,7 µF | 5% | 600 V",4.7,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-4-7-600.html,5.33
Audyn KPQS/4.7/400,"Audyn KPQS/4.7/400 | 4,7 µF | 5% | 400 V",4.7,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-4-7-400.html,5.74
"Mundorf MCAP250-4,70","Mundorf MCAP250-4,70 | 4,70 µF | 5% | 250 V",4.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-470.html,6.57
"Mundorf MCAP400-4,70","Mundorf MCAP400-4,70 | 4,70 µF | 3% | 400 V",4.7,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-470.html,6.57
ClarityCap PX,"ClarityCap PX | 4,70 µF | 5% | 250 V",4.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px4u7j250vdc.html,6.57
"Mundorf MCAP630-4,70","Mundorf MCAP630-4,70 | 4,70 µF | 3% | 630 V",4.7,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-470.html,7.4
Audyn KPQS/4.7/630,"Audyn KPQS/4.7/630 | 4,7 µF | 5% | 630 V",4.7,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-4-7-630.html,7.81
ClarityCap ESA,"ClarityCap ESA | 4,70 µF | 3% | 250 V",4.7,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa4u7h250vdc.html,8.64
"Mundorf ME-4,70T3.450","Mundorf ME-4,70T3.450 | 4,70 µF | 3% | 450 V",4.7,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-470t3450.html,14.01
"Mundorf MEO-4,70T3.450","Mundorf MEO-4,70T3.450 | 4,70 µF | 3% | 450 V | Oil",4.7,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo470t3450.html,15.66
ClarityCap CSA,"ClarityCap CSA | 4,70 µF | 3% | 250 V",4.7,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa4u7h250vdc.html,15.66
Audyn PLUS/4.70/08,"Audyn PLUS/4.70/08 | 4,7 µF | 2% | 800 V",4.7,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-4-70-08.html,19.38
Jantzen Audio 001-0562,"Jantzen Audio 001-0562 | 4,70 µF | 2% | 800 V",4.7,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0562.html,21.03
"Mundorf SUP8-4,70","Mundorf SUP8-4,70 | 4,70 µF | 2% | 600 V",4.7,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-470.html,28.88
Jantzen Audio 001-0662,"Jantzen Audio 001-0662 | 4,70 µF | 2% | 800 V",4.7,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0662.html,29.3
ClarityCap PUR4u7H250Vdc,"ClarityCap PUR4u7H250Vdc | 4,70 µF | 3% | 250 V",4.7,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur4u7h250vdc.html,32.19
Audyn KPSN/4.70/160,"Audyn KPSN/4.70/160 | 4,7 µF | 2% | 160 V",4.7,2.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-4-70-160.html,32.19
ClarityCap MR,"ClarityCap MR | 4,70 µF | 3% | 400 V",4.7,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr4u7h400vdc.html,37.15
"Mundorf MESGO-4,7T3.450","Mundorf MESGO-4,7T3.450 | 4,7 µF | 3% | 450 V",4.7,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-47t3450.html,49.55
ClarityCap CMR,"ClarityCap CMR | 4,70 µF | 3% | 400 V",4.7,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr4u7h400vdc.html,49.55
Jantzen Audio 001-7040,"Jantzen Audio 001-7040 | 4,70 µF | 3% | 100 V",4.7,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7040.html,51.2
Audyn FFC4700,"Audyn FFC4700 | 4,7 µF | 10% | 400 V",4.7,10.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc4700.html,81.2
Audyn REF/4.70/600,"Audyn REF/4.70/600 | 4,7 µF | 2% | 600 V",4.7,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-4-70-600.html,82.6
Jantzen Audio 001-7240,"Jantzen Audio 001-7240 | 4,7 µF | 5% | 200 V",4.7,5.0,200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7240.html,138.39
Audyn ATC/4.70/630,"Audyn ATC/4.70/630 | 4,7 µF | 2% | 630 V",4.7,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-4-70-630.html,437.98
"Audyn Q4/5,0/400","Audyn Q4/5,0/400 | 5,0 µF | 5% | 400 V",5.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-5-0-400.html,4.5
"Audyn Q6/5,0/600","Audyn Q6/5,0/600 | 5,0 µF | 5% | 600 V",5.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q650600.html,5.74
ClarityCap ESA,"ClarityCap ESA | 5,00 µF | 3% | 250 V",5.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa5uh250vdc.html,8.64
ClarityCap PUR5u0H250Vdc,"ClarityCap PUR5u0H250Vdc | 5,00 µF | 3% | 250 V",5.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur5u0h250vdc.html,33.02
Jantzen Audio 001-0252,"Jantzen Audio 001-0252 | 5,10 µF | 5% | 400 V",5.1,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0252.html,2.44
Dayton Audio DMPC-5.1,"Dayton Audio DMPC-5.1 | 5,1 µF | 5% | 250 V",5.1,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-51.html,2.44
Dayton Audio PMPC-5.1,"Dayton Audio PMPC-5.1 | 5,1 µF | 1% | 250 V",5.1,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-51.html,4.67
ClarityCap PUR5u1H250Vdc,"ClarityCap PUR5u1H250Vdc | 5,10 µF | 3% | 250 V",5.1,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur5u1h250vdc.html,33.84
ClarityCap MR,"ClarityCap MR | 5,10 µF | 3% | 400 V",5.1,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr5u1h400vdc.html,37.15
"Audyn Q4/5,2/400","Audyn Q4/5,2/400 | 5,2 µF | 5% | 400 V",5.2,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-5-2-400.html,4.5
ClarityCap ESA,"ClarityCap ESA | 5,30 µF | 3% | 250 V",5.3,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa5u3h250vdc.html,9.05
ClarityCap CSA,"ClarityCap CSA | 5,30 µF | 3% | 250 V",5.3,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa5u3h250vdc.html,16.9
Jantzen Audio 001-0253,"Jantzen Audio 001-0253 | 5,40 µF | 5% | 400 V",5.4,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0253.html,2.85
Jantzen Audio 001-6126,"Jantzen Audio 001-6126 | 5,6 µF | 5% | 100 V",5.6,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6126.html,1.23
Audyn EGL/5.6/50/5,"Audyn EGL/5.6/50/5 | 5,6 µF | 5% | 50 V",5.6,5.0,50.0,Film Capacitor,https://www.soundimports.eu/en/audyn-egl-5-6-50-5.html,1.23
